id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
689491033792414532,https://www.nocarz.pl/rooms/689491033792414532,20250305023237,,,Beautiful and calm penthouse with private terrace,"Welcome to this beautiful apartment with a private terrace and rooftop pool. This spacious living space offers two bedrooms, two bathrooms and an 18m2 terrace, perfect for enjoying a meal or a glass of wine in a serene setting. The building has been recently renovated and features a rooftop pool, heated pool, fully-equipped gym, over 600m2 of communal space and a 24/7 concierge. You'll have access to everything you need for the ultimate luxury experience.",,,330330852,https://www.nocarz.pl/users/show/330330852,Viola,2020-01-24,,"Hi, I’m Viola, Founder of VDB Luxury Property Management. Originally from Italy, I have lived and worked in many different countries. Prior to starting VDB Property Management, I spent 20 years leading marketing and advertising for a large international customer-centric company.  My main differentiator from the competition is that my experience with different cultures taught me the importance of quality service. I come from a business where it’s all about making things happen, with speed quality and stress-free journey for my clients. This is why the only way to reach 100% of my clients´ satisfaction is to provide a fully customized service. But this is not enough. I believe that trust is the base of any relationship.  When I act on behalf of my client, my main thinking is always the same: “ what would I do if it was my own money?” With that in mind, I am sure that the answer is always in my client’s interest.

How can I help you? Thank you, gracias, grazie, merci!",within a day,100%,33%,f,,,,18,18,,t,,,la Dreta de l'Eixample,Eixample,41.39199,2.17612,,,,2.0,2 baths,,2,"[""Building staff"", ""Dedicated workspace"", ""TV"", ""Wifi"", ""Washer"", ""Pets allowed"", ""Pool"", ""Iron"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Heating"", ""Cooking basics"", ""Air conditioning"", ""Crib"", ""Free parking on premises""]",,32,365,32,32,365,365,32.0,365.0,,,30,60,90,365,2025-03-06,0,0,0,301,0,0,0,,,,,,,,,,,,,18,0,0,
694561959414163653,,20250305023237,2025-03-11,city scrape,Excellent db room + private bathroom Sants Stn,"Excellent location: 5 mins walk from Sants station where you can get direct trains to Barcelona El Prat Airport, Ave to Madrid, etc. 2 underground lines (L3 L5).  The place is thoroughly cleaned and disinfected following nocarz's guidelines.  Well connected to all the attractions: 1 stn from Pza Cataluña, 1 stn from Paseo de Gracia, 2 stns from Arco de Triunfo, 4 stns to Sagrada Familia.  Barça Stadium, Camp Nou, only 15 mins walk.  Check-in 3pm to 5pm. Flexible check-in upon request.",,https://a0.muscache.com/pictures/miso/Hosting-694561959414163653/original/84d4b88c-07db-40ef-9550-372ba653f76e.jpeg,108551851,https://www.nocarz.pl/users/show/108551851,Xiaoli,,"Barcelona, Spain","Hi!

I´m Xiao Li. I´m Chinese and have lived in China, Argentina and Spain. I love dogs, plants and travelling.
I´ve been travelling quite a bit around Cataluña and Spain,  I´d be happy to help you with any recommendations.

Hope you enjoy the stay in my place!

IG yangxiaoli59",within an hour,100%,100%,,https://a0.muscache.com/im/pictures/user/13df452b-bb06-4ebb-aa49-6bdcb4d86b4a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/13df452b-bb06-4ebb-aa49-6bdcb4d86b4a.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Sants,Sants-Montjuïc,41.38459,2.1413,Private room in rental unit,Private room,3,1.0,1 private bath,1,1,"[""Long term stays allowed"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Heating - split type ductless system"", ""Hangers"", ""Iron"", ""Other gas stove"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Patio or balcony"", ""Microwave"", ""Kitchen"", ""Bathtub"", ""Bed linens"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""First aid kit"", ""Dishes and silverware"", ""Wifi"", ""Paid parking lot off premises"", ""Central heating"", ""Bidet"", ""Lock on bedroom door"", ""Hot water kettle"", ""Essentials"", ""Dedicated workspace"", ""Hot water"", ""HDTV with Amazon Prime Video"", ""Hair dryer"", ""Clothing storage: closet"", ""Elevator""]",$40.00,2,,2,2,1125,,2.0,,,t,,1,1,,2025-03-11,,17,0,0,23,,4080,2022-09-07,2024-09-30,4.62,4.63,,,4.77,4.67,4.49,,t,4,0,4,0,3.08
689679485348580685,https://www.nocarz.pl/rooms/689679485348580685,,2025-03-07,previous scrape,R0024- Hab. con silla y escritorio en Eixample,Very good room on renovated floor with 2 bathrooms and terrace.<br /><br />Next to Les Glories Park and two steps from the 22@ office area.<br /><br />Very close to the bus that takes you to the beach.,,https://a0.muscache.com/pictures/miso/Hosting-689679485348580685/original/090dc4dd-538e-4b19-9b2a-5016b3e9d931.jpeg,357946540,https://www.nocarz.pl/users/show/357946540,Enter,2020-07-23,,,within an hour,100%,62%,f,https://a0.muscache.com/im/pictures/user/74a55874-b3c9-4e77-ba54-e5fcc53140af.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/74a55874-b3c9-4e77-ba54-e5fcc53140af.jpg?aki_policy=profile_x_medium,,434,606,"['email', 'phone']",t,t,,el Fort Pienc,,41.399805846816434,,Private room in rental unit,Private room,1,,1 shared bath,,,"[""Dedicated workspace"", ""TV"", ""Wifi"", ""Washer"", ""Kitchen"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Hot water""]",,33,360,33,33,360,360,33.0,360.0,,,,0,0,34,2025-03-07,1,0,,0,0,0,,2023-08-25,2023-08-25,5.0,5.0,4.0,,4.0,4.0,,,f,408,9,399,0,0.05
,https://www.nocarz.pl/rooms/691031340885951631,,2025-03-06,city scrape,Cozy apartment in the very center of Barcelona,"Bright, comfortable and friendly apartment available in the heart of Barcelona. The best location to start to explore Barcelona!","The apartment is located just in the city centre, next to Plaça Catalunya, the Portal del Ángel street and Paseo de Gracia street. You will be strategically located between the Eixample, Gothic quarter and Born area where you will enjoy the best shops and restaurants, that are just a few minutes' walk away. Very close to Las Ramblas and a few minutes from Barceloneta beaches.",https://a0.muscache.com/pictures/prohost-api/Hosting-691031340885951631/original/29ffd323-3497-42fe-929b-3d8c08e24ced.jpeg,1986299,https://www.nocarz.pl/users/show/1986299,German,2012-03-22,"Barcelona, Spain",Conocer lugares nuevos es una de mis pasiones y sobretodo hacerlo a mi aire. Por eso en todos mis viajes me alojo en un apartamento. Esta es una de las razones por las que dejé mi trabajo en una importante empresa de servicios empresariales y ahora me dedico a seleccionar apartamentos y gestionarlos en mi ciudad. De esta forma puedo ofrecer a mis huéspedes los apartamentos del estilo que a busco cuando viajo! Espero que os gusten tanto como a mí!,,,100%,f,https://a0.muscache.com/im/pictures/user/5fc136a8-cdb8-4bbb-9618-95b09112f7fa.jpg?aki_policy=profile_small,,Dreta de l'Eixample,41,43,"['email', 'phone']",,,"Barcelona, Catalunya, Spain",la Dreta de l'Eixample,,41.38815109999999,2.1721898,Entire rental unit,Entire home/apt,2,1.0,1 bath,,2,,$118.00,1,365,2,3,999,999,3.0,999.0,,t,2,16,31,,2025-03-06,89,30,,,24,180,,2022-08-27,,,4.62,4.57,4.75,4.73,,4.45,HUTB-011453,,27,27,0,0,2.89
697578891420769168,https://www.nocarz.pl/rooms/697578891420769168,,2025-03-11,city scrape,Cozy room Plaza España,,,https://a0.muscache.com/pictures/miso/Hosting-697578891420769168/original/60b9c98b-9151-4152-9bf1-9d0437c634c3.jpeg,296009611,https://www.nocarz.pl/users/show/296009611,Svetlana,,"Catalonia, Spain","Cozy room for one person. Close to the airport, there is a direct bus. Good transport links. Next to the Museu Nacional d'Art de Catalunya, which is located in the Palau Nacional of Montjuïc near the observation deck. Lots of restaurants and shops around. Welcome!",within an hour,,99%,,https://a0.muscache.com/im/pictures/user/2fd8b8b8-77c2-4a41-ac24-537bb90ae3e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2fd8b8b8-77c2-4a41-ac24-537bb90ae3e8.jpg?aki_policy=profile_x_medium,,2,,"['email', 'phone']",t,t,,,Sants-Montjuïc,41.3747,2.14625,Private room in rental unit,Private room,,1.5,1.5 shared baths,1,,"[""Coffee maker"", ""Host greets you"", ""Paid parking on premises"", ""Refrigerator"", ""Room-darkening shades"", ""Hangers"", ""Body soap"", ""Microwave"", ""Bed linens"", ""Drying rack for clothing"", ""Portable fans"", ""Private living room"", ""Dishes and silverware"", ""Wifi"", ""Freezer"", ""Shower gel"", ""Hot water kettle"", ""Essentials"", ""Hot water"", ""Shampoo"", ""Hair dryer"", ""Clothing storage: closet""]",$41.00,1,15,1,,1125,1125,1.0,,,,9,22,22,22,2025-03-11,171,115,10,22,106,255,10455,2023-06-27,2025-02-25,4.64,4.73,4.82,4.76,4.86,4.78,4.57,,,2,0,2,0,8.22
691932158465834454,https://www.nocarz.pl/rooms/691932158465834454,,,previous scrape,R0169- Hab. amplia y luminosa en Eixample,"Book until the end of August, get a monthly discount and enjoy a free paddle surf lesson!<br /><br />Live a unique experience in Barcelona in our Co-living, a dynamic community of workers and students. Take the opportunity to reside in a shared space where you can connect, collaborate, and enjoy the city.",,https://a0.muscache.com/pictures/miso/Hosting-691932158465834454/original/6acff96c-aa20-4d65-866d-0613ef7426ba.jpeg,357946540,https://www.nocarz.pl/users/show/357946540,Enter,2020-07-23,,,within an hour,100%,62%,f,,https://a0.muscache.com/im/pictures/user/74a55874-b3c9-4e77-ba54-e5fcc53140af.jpg?aki_policy=profile_x_medium,,434,,"['email', 'phone']",t,t,,l'Antiga Esquerra de l'Eixample,Eixample,41.39173,2.15278,Private room in rental unit,Private room,1,,1 shared bath,1,,,,33,,33,33,360,,33.0,360.0,,t,27,57,87,,2025-03-06,0,0,,298,0,0,,,,,,,,,,,,f,408,9,,0,
,https://www.nocarz.pl/rooms/698455037502953541,20250305023237,2025-03-05,city scrape,Céntrica y amplia habitación doble,"This accommodation  has ample space for you to enjoy your own environment, entrance of natural light all day, large windows. Air conditioning in the apartment that allows you to maintain a good temperature in the rooms, has a large closet, work table, LG 25 screen "" Super Wide - HDMI cable.","Sant Gervasi-Galvany is located near the main attractions in the city.  Sant Gervasi-Galvany is very well connected. There's a lot of restaurants, bars, and a lively nightlife. It is also a quiet and very safe neighborhood where the upper part of Barcelona begins. It is located next to the Barrio de Gràcia and touching the central area of the Eixample and just 3 stations from Plaza Cataluña, central area of Barcelona.",https://a0.muscache.com/pictures/miso/Hosting-698455037502953541/original/7590d849-f9a8-4130-9735-4403c60d428d.jpeg,,,Jorge,,"Barcelona, Spain","IG: Jalexpuente
---
Hola,  soy un emprendedor especializado en tecnología , operaciones logísticas e incursionando en Servicios de MKT Digital
Disfruto mucho recibir huéspedes en casa. 
Me gusta ayudar con recomendaciones a tener experiencias memorables, respetando el tiempo y espacio de mis huéspedes.",within an hour,,99%,,https://a0.muscache.com/im/pictures/user/User-54716818/original/03eb87dd-c379-4418-9d5e-3811dee51031.jpeg?aki_policy=profile_small,,,3,,"['email', 'phone']",t,t,"Barcelona, Catalunya, Spain",Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.398942437460164,2.1434517064668657,Private room in rental unit,Private room,,,2 shared baths,,1,"[""Blender"", ""Dedicated workspace"", ""Coffee maker"", ""Shampoo"", ""Paid street parking off premises"", ""Refrigerator"", ""Host greets you"", ""Drying rack for clothing"", ""Lock on bedroom door"", ""Heating"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Iron"", ""Bed linens"", ""Single level home"", ""Stainless steel double oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Wine glasses"", ""First aid kit"", ""Backyard"", ""Clothing storage: closet"", ""Hot water kettle"", ""Cooking basics"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Washer"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel""]",$60.00,2,60,2,2,1125,1125,2.0,1125.0,,t,17,39,39,39,2025-03-05,100,50,0,39,55,255,15300,2022-09-30,2025-02-01,4.77,4.81,,4.9,4.9,4.89,4.71,Exempt,f,,0,3,0,
692578586849249425,https://www.nocarz.pl/rooms/692578586849249425,20250305023237,2025-03-06,city scrape,Barcelona Central cute loft,"This charming loft is located In the heart of Born, the trendiest neighborhood in Barcelona. You’ll find yourself only minutes away from Picasso Museum, the Cathedral and Las Ramblas and a short walk to the beach. This small attic is suitable for max 2 people, it’s very well designed, very bright and it has everything you need for a memorable stay in the city. However please be aware that in some parts of the space the ceilings are very low but this is also what makes this loft so unique.","Santa Caterina / born . Super centrally located walk to shops , museums , bars & restaurants. Paid parking 2 mins walk but who needs a car in Barcelona with excellent public transportation on your door step . Walking is the charm of the city & you’re a stone’s throw away from everything:)",https://a0.muscache.com/pictures/hosting/Hosting-692578586849249425/original/7e57dfbd-deb6-48a5-b576-be4d0a13655c.jpeg,235869378,,Taylor,,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/e751aaaf-7553-4b21-aa93-1ca7fc79a160.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e751aaaf-7553-4b21-aa93-1ca7fc79a160.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Barcelona, Catalunya, Spain","Sant Pere, Santa Caterina i la Ribera",,,,Entire loft,Entire home/apt,,,1 bath,,1,"[""Dedicated workspace"", ""Clothing storage: closet and dresser"", ""Induction stove"", ""Refrigerator"", ""Books and reading material"", ""Host greets you"", ""Stainless steel oven"", ""Long term stays allowed"", ""Mini fridge"", ""Hot water"", ""Baking sheet"", ""Pets allowed"", ""Heating - split type ductless system"", ""Iron"", ""Bed linens"", ""Coffee maker: espresso machine"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Portable heater"", ""Hot water kettle"", ""Cooking basics"", ""Dining table"", ""Paid parking garage off premises"", ""Cleaning products"", ""Washer"", ""Shared patio or balcony"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel""]",$42.00,32,365,32,32,,365,32.0,365.0,,t,2,5,5,244,2025-03-06,,5,1,180,4,255,10710,2024-06-30,2025-02-22,,,4.6,5.0,5.0,4.8,4.2,Exempt,t,1,1,,0,0.6
700745245403245680,https://www.nocarz.pl/rooms/700745245403245680,20250305023237,2025-03-06,,Calm and cosy clean room with AC - super central,,,https://a0.muscache.com/pictures/miso/Hosting-700745245403245680/original/095fbba4-1bff-4496-859a-a5b057a18afd.jpeg,439196596,https://www.nocarz.pl/users/show/439196596,Robert,2022-01-06,"Barcelona, Spain","Welcome to my stylish Barcelona getaway!
I'm Robert, a full-stack developer with a passion for creating comfortable spaces. Nestled in the heart of Barcelona, my home is designed to offer you a super retreat with all the comforts you need. Whether you're here for business or leisure, you'll find a serene atmosphere.
Looking forward to hosting you and ensuring your stay is unforgettable!",,0%,97%,f,https://a0.muscache.com/im/pictures/user/18dbe5db-cd5e-45fb-a395-00b42e3a2daf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/18dbe5db-cd5e-45fb-a395-00b42e3a2daf.jpg?aki_policy=profile_x_medium,,3,5,"['email', 'phone']",t,t,,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38882,2.17831,Private room in rental unit,Private room,2,,1 shared bath,1,,,,32,365,,30,365,365,30.0,365.0,,t,,34,64,,,,,0,275,,64,5120,2022-08-28,2024-03-11,,,4.68,4.8,4.86,4.8,,,,3,0,3,0,1.43
699652326804972623,https://www.nocarz.pl/rooms/699652326804972623,20250305023237,2025-03-11,city scrape,Rambla Downtown,"If there’s one thing better than travelling to Barcelona, it’s living in Barcelona. And there’s no better place than Las Ramblas for exploring the city and discovering new places, new experiences and new people.",,https://a0.muscache.com/pictures/miso/Hosting-699652326804972623/original/1940b948-b962-4465-80bd-b972a813bb96.jpeg,47171261,https://www.nocarz.pl/users/show/47171261,Ezequiel,2015-10-22,"Barcelona, Spain","Somos unos apasionados de los viajes. Tanto, que ¡nos hemos convertido en profesionales! 

Estamos muy orgullosos de haber empezado alquilando apartamentos en Barcelona a viajeros nacionales e internacionales. Llevamos más de una década alquilando apartamentos a familias, grupos de amigos, parejas... y realmente siempre ha sido una experiencia muy gratificante para nosotros. Cuando viajamos con nuestros niños, o cuando podemos escaparnos un fin de semana solos, es la opción de alojamiento que más nos gusta. Tenemos independencia, comodidad, conocemos muchos anfitriones nos enriquecen con sus historias y consejos sobre la ciudad y vivimos la ciudad casi casi como un local más.

Nos gusta sentirnos a gusto cuando viajamos, por eso es lo que intentamos ofrecer siempre a nuestros huéspedes. Tenemos un pequeño equipo que nos ayuda para lograr una mejor atención y que se esfuerza por hacer de la experiencia lo mejor posible. 

Esperamos verte pronto! Y no dudes en contactarnos para lo que necesites. 

Lodging Team",,100%,99%,,https://a0.muscache.com/im/pictures/user/User/original/eda867c5-491b-4445-b457-25ff8eb9b2ea.jpeg?aki_policy=profile_small,,,127,180,,t,t,,el Barri Gòtic,Ciutat Vella,41.38091,2.17378,Entire serviced apartment,Entire home/apt,4,,2 baths,,2,,$157.00,32,365,32,,999,999,217.9,999.0,,t,0,2,2,,,5,2,0,185,,128,20096,,2024-12-07,5.0,4.8,,4.8,4.6,,,Exempt,t,83,83,0,0,0.19
